no;period;age;sampling_weight;german_citizenship;residence_region;household_size;household_income;mainTrip_duration;mainTrip_distance
16201;1994;47;0.318;NA;Former West Germany;1 person;1746;20-22 days;779.8075718
16202;1996;39;1.5849;NA;Former East Germany;4 persons;3004;NA;NA
16203;1995;33;0.61;NA;Former East Germany;2 persons;2332;13-15 days;1433.825055
16204;1999;55;1.054;NA;Former West Germany;2 persons;2210;NA;NA
16205;1971;28;NA;NA;NA;3 persons;2431;20-22 days;421.1260106
16206;1996;52;1.0588;NA;Former West Germany;2 persons;3004;13-15 days;1658.101316
16207;1976;58;0.92;NA;NA;2 persons;2131;16-19 days;393.382901
16208;1990;70;0.501;NA;Former West Germany;1 person;1506;30+ days;254.4833141
16209;1979;74;1.25;NA;NA;1 person;1342;NA;NA
16210;2002;52;1.26;NA;Former West Germany;5+ persons;4121;9-12 days;708.0480175
16211;1979;19;1.08;NA;NA;1 person;1640;13-15 days;581.1701595
16212;1996;23;1.4428;NA;Former West Germany;4 persons;2032;6-8 days;1784.693181
16213;2008;62;0.9114;NA;Former West Germany;2 persons;2144;NA;NA
16214;1997;75;1.208;NA;Former West Germany;1 person;1132;NA;NA
16215;2013;58;0.77;yes;Former West Germany;1 person;1729;13-15 days;8018.124112
16216;1971;42;NA;NA;NA;4 persons;2431;16-19 days;627.9537164
16217;1998;37;0.78;NA;Former West Germany;2 persons;2559;20-22 days;150
16218;2005;61;1.1737;NA;Former East Germany;2 persons;3184;20-22 days;2025.543006
16219;1998;42;0.48;NA;Former West Germany;4 persons;2559;NA;NA
16220;1986;83;0.479;NA;NA;1 person;3389;27-29 days;338.3876876
16221;2004;60;0.738;NA;Former East Germany;1 person;1395;6-8 days;415.1992854
16222;2001;35;1.3;NA;Former West Germany;4 persons;5270;NA;NA
16223;2017;49;0.29;yes;Former West Germany;1 person;7722;30+ days;9943.876326
16224;1988;75;2.556;NA;NA;2 persons;2485;27-29 days;251.7982971
16225;2014;39;0.5;yes;Former West Germany;4 persons;3015;NA;NA
16226;1984;65;0.56;NA;NA;2 persons;1287;NA;NA
16227;1973;48;NA;NA;NA;3 persons;2957;NA;NA
16228;2011;30;0.72;yes;Former West Germany;3 persons;3598;9-12 days;1391.414448
16229;2016;80;0.53;yes;Former West Germany;1 person;2743;NA;NA
16230;2008;71;1.0482;NA;Former East Germany;2 persons;2144;NA;NA
16231;2000;30;0.408;NA;Former West Germany;3 persons;1764;NA;NA
16232;2012;47;0.46;yes;Former West Germany;1 person;2307;6-8 days;1471.673119
16233;2006;53;1.0094;NA;Former East Germany;2 persons;3887;6-8 days;371.0097835
16234;1975;48;0.88;NA;NA;2 persons;2591;NA;NA
16235;1999;54;1.362;NA;Former West Germany;2 persons;2550;30+ days;8123.141154
16236;2015;46;1.05;yes;Former West Germany;4 persons;4711;6-8 days;2507.1399
16237;2006;38;0.8;NA;Former West Germany;1 person;1944;13-15 days;6524.443272
16238;1999;66;0.001;NA;Former East Germany;1 person;1615;13-15 days;543.1453602
16239;1994;33;0.598;NA;Former West Germany;2 persons;3492;NA;NA
16240;1992;56;0.744;NA;Former West Germany;2 persons;1783;NA;NA
16241;1974;43;0.65;NA;NA;3 persons;4018;NA;NA
16242;2001;38;1.3;NA;Former West Germany;3 persons;2141;13-15 days;1391.414448
16243;1995;41;0.607;NA;Former West Germany;4 persons;5740;NA;NA
16244;1988;35;0.808;NA;NA;4 persons;2033;NA;NA
16245;2008;50;1.3142;NA;Former West Germany;3 persons;1286;NA;NA
16246;1991;30;0.698;NA;Former East Germany;4 persons;3980;16-19 days;1785.805229
16247;2014;65;0.83;yes;Former West Germany;2 persons;2229;6-8 days;100
16248;1990;65;0.901;NA;Former West Germany;2 persons;1506;NA;NA
16249;1999;49;1.605;NA;Former West Germany;3 persons;3740;13-15 days;1441.059556
16250;1998;84;1.48;NA;Former West Germany;1 person;1450;NA;NA
16251;2007;59;0.6538;NA;Former West Germany;2 persons;4424;9-12 days;719.5371174
16252;2004;49;0.457;NA;Former West Germany;2 persons;9299;20-22 days;2025.543006
16253;2006;53;0.7131;NA;Former West Germany;2 persons;5382;23-26 days;1818.444065
16254;2017;35;1.37;yes;Former West Germany;3 persons;4633;6-8 days;501.3878591
16255;1994;28;0.54;NA;Former West Germany;1 person;827;30+ days;2025.543006
16256;2010;60;0.58;yes;Former West Germany;1 person;1542;13-15 days;7551.598159
16257;2005;46;1.2163;NA;Former West Germany;3 persons;2881;13-15 days;1658.101316
16258;1973;23;NA;NA;NA;3 persons;-99;NA;NA
16259;2014;50;0.95;no;Former West Germany;1 person;1442;20-22 days;1056.326755
16260;2005;70;1.5899;NA;Former West Germany;2 persons;1971;9-12 days;416.900014
16261;2001;40;0.56;NA;Former West Germany;1 person;2141;NA;NA
16262;1985;22;0.696;NA;NA;1 person;1033;13-15 days;965.2835218
16263;2014;66;1.42;yes;Former West Germany;3 persons;4720;NA;NA
16264;1987;50;0.76;NA;NA;2 persons;2054;6-8 days;486.8392023
16265;1976;30;0.76;NA;NA;3 persons;1803;20-22 days;1658.101316
16266;1995;26;1.536;NA;Former West Germany;3 persons;5740;NA;NA
16267;1997;55;1.005;NA;Former West Germany;2 persons;10447;30+ days;1391.414448
16268;1982;22;0.91;NA;NA;1 person;2763;20-22 days;2190.032599
16269;2017;60;1.79;yes;Former West Germany;2 persons;644;5 days;337.7000277
16270;1972;25;NA;NA;NA;4 persons;1510;NA;NA
16271;2014;45;1.58;yes;Former West Germany;3 persons;3409;20-22 days;1013.298147
16272;1997;29;1.028;NA;Former West Germany;2 persons;2612;20-22 days;1052.464363
16273;1979;32;1;NA;NA;4 persons;3876;16-19 days;1658.101316
16274;1996;27;0.8522;NA;Former West Germany;5+ persons;2297;NA;NA
16275;2004;46;0.71;NA;Former West Germany;1 person;155;20-22 days;1658.101316
16276;1988;25;0.547;NA;NA;1 person;2485;9-12 days;1658.101316
16277;1996;69;0.7815;NA;Former West Germany;1 person;5655;20-22 days;248.335027
16278;2000;26;0.946;NA;Former West Germany;5+ persons;2856;16-19 days;856.5231959
16279;1974;23;0.75;NA;NA;3 persons;3105;13-15 days;1658.395853
16280;1972;22;NA;NA;NA;2 persons;2306;NA;NA
16281;1995;23;0.678;NA;Former East Germany;2 persons;987;30+ days;6362.478088
16282;2011;62;1.07;no;Former West Germany;2 persons;2629;6-8 days;168.2412991
16283;2013;59;1.01;yes;Former West Germany;3 persons;1995;NA;NA
16284;1981;30;0.066;NA;NA;4 persons;2010;16-19 days;674.671219
16285;1996;62;0.7374;NA;Former West Germany;2 persons;795;NA;NA
16286;2014;68;0.56;yes;Former West Germany;2 persons;3409;30+ days;1784.693181
16287;2008;37;0.9589;NA;Former West Germany;1 person;4288;16-19 days;9768.109178
16288;1971;46;NA;NA;NA;5+ persons;1238;NA;NA
16289;2007;19;0.9933;NA;Former West Germany;2 persons;5308;13-15 days;1658.101316
16290;1973;60;NA;NA;NA;2 persons;1104;20-22 days;183.7680339
16291;2011;47;0.84;yes;Former West Germany;3 persons;3183;6-8 days;183.7680339
16292;1986;69;1.027;NA;NA;3 persons;2146;NA;NA
16293;1992;30;0.21;NA;Former West Germany;1 person;1783;NA;NA
16294;2000;31;0.931;NA;Former West Germany;5+ persons;3696;6-8 days;168.514358
16295;1996;70;1.3551;NA;Former West Germany;1 person;1856;13-15 days;1658.101316
16296;1976;21;0.48;NA;NA;2 persons;2131;16-19 days;337.7000277
16297;1988;34;1.159;NA;NA;3 persons;4292;16-19 days;708.0480175
16298;2004;59;0.838;NA;Former West Germany;2 persons;5579;30+ days;255.3425797
16299;1987;27;0.81;NA;NA;2 persons;1597;13-15 days;1658.101316
16300;1993;69;0.852;NA;Former West Germany;2 persons;2492;13-15 days;1658.395853
16301;2000;33;0.976;NA;Former West Germany;2 persons;2856;20-22 days;1096.212708
16302;1989;65;0.869;NA;NA;1 person;1996;13-15 days;1818.444065
16303;1994;63;0.826;NA;Former West Germany;1 person;1562;9-12 days;150
16304;2000;42;1.779;NA;Former West Germany;4 persons;3192;13-15 days;1676.688589
16305;1983;46;0.486;NA;NA;2 persons;3604;20-22 days;393.382901
16306;2007;19;2.7244;NA;Former East Germany;4 persons;8847;13-15 days;1101.617556
16307;1992;20;2.002;NA;Former West Germany;4 persons;2575;NA;NA
16308;1978;45;0.45;NA;NA;1 person;1987;20-22 days;3144.369463
16309;1979;42;0.82;NA;NA;2 persons;4472;NA;NA
16310;2008;62;0.6258;NA;Former West Germany;2 persons;1858;6-8 days;523.0384285
16311;1981;39;0.067;NA;NA;2 persons;1742;13-15 days;1658.101316
16312;1984;56;0.619;NA;NA;5+ persons;2573;9-12 days;100
16313;2006;65;1.3329;NA;Former West Germany;2 persons;1645;NA;NA
16314;2004;30;1.336;NA;Former East Germany;4 persons;2015;NA;NA
16315;1991;30;0.591;NA;Former West Germany;2 persons;5446;16-19 days;7731.555397
16316;1985;32;0.786;NA;NA;2 persons;2524;13-15 days;1056.326755
16317;1981;62;0.015;NA;NA;2 persons;1742;NA;NA
16318;1997;62;1.3;NA;Former West Germany;2 persons;2612;NA;NA
16319;1986;67;1.157;NA;NA;4 persons;1694;NA;NA
16320;1976;63;1.34;NA;NA;2 persons;1475;6-8 days;183.7680339
16321;1996;33;0.7342;NA;Former West Germany;3 persons;3358;NA;NA
16322;2003;70;1.594;NA;Former West Germany;2 persons;2351;20-22 days;1964.687286
16323;1971;67;NA;NA;NA;2 persons;1591;NA;NA
16324;2018;19;3.98;no;Former West Germany;3 persons;3301;13-15 days;1797.477687
16325;2010;44;0.97;yes;Former West Germany;4 persons;2664;9-12 days;419.7745047
16326;2011;37;1.08;yes;Former West Germany;1 person;1799;6-8 days;593.0358385
16327;2005;51;0.8546;NA;Former West Germany;4 persons;1971;13-15 days;228.2539869
16328;1994;31;0.538;NA;Former West Germany;3 persons;3492;13-15 days;569.5652792
16329;1996;27;0.4962;NA;Former West Germany;1 person;1149;NA;NA
16330;1990;46;0.343;NA;Former East Germany;4 persons;3228;13-15 days;333.9414691
16331;2006;40;0.9061;NA;Former West Germany;4 persons;3887;13-15 days;2404.790234
16332;2016;65;0.75;yes;Former West Germany;2 persons;2482;9-12 days;993.2756648
16333;1971;53;NA;NA;NA;5+ persons;7956;13-15 days;689.0881244
16334;2006;45;1.3816;NA;Former West Germany;3 persons;3439;13-15 days;168.2412991
16335;2013;55;1.28;yes;Former West Germany;4 persons;7979;13-15 days;928.5913443
16336;1976;38;0.76;NA;NA;4 persons;1803;9-12 days;183.7680339
16337;1992;65;1.418;NA;Former East Germany;1 person;1386;5 days;285.0379569
16338;2007;63;0.4422;NA;Former West Germany;1 person;3834;20-22 days;6467.935125
16339;1987;25;0.63;NA;NA;4 persons;1597;NA;NA
16340;1993;42;0.518;NA;Former West Germany;2 persons;2492;9-12 days;3397.895885
16341;2001;51;1;NA;Former West Germany;2 persons;2800;NA;NA
16342;2001;20;0.68;NA;Former West Germany;1 person;1894;6-8 days;1676.688589
16343;2016;18;2.56;yes;Former West Germany;3 persons;1437;NA;NA
16344;2018;62;0.55;yes;Former West Germany;2 persons;7617;23-26 days;9943.876326
16345;1984;58;1.134;NA;NA;2 persons;1754;NA;NA
16346;2006;24;0.812;NA;Former West Germany;1 person;1645;13-15 days;1987.066695
16347;1995;36;1.305;NA;Former West Germany;3 persons;2691;13-15 days;1658.101316
16348;2007;70;2.2644;NA;Former West Germany;2 persons;1032;NA;NA
16349;1985;31;0.727;NA;NA;4 persons;2983;9-12 days;462.9641663
16350;2007;58;0.9603;NA;Former West Germany;2 persons;4424;13-15 days;1165.520926
16351;2007;59;0.823;NA;Former West Germany;1 person;1327;6-8 days;425.0464374
16352;2006;65;1.0593;NA;Former West Germany;3 persons;2243;13-15 days;393.382901
16353;1976;68;0.61;NA;NA;1 person;918;20-22 days;338.3876876
16354;2010;28;1.57;yes;Former West Germany;3 persons;3645;NA;NA
16355;1996;33;0.6468;NA;Former West Germany;2 persons;3888;13-15 days;792.6419103
16356;2005;39;0.9719;NA;Former West Germany;2 persons;1971;20-22 days;183.7680339
16357;1985;20;0.977;NA;NA;2 persons;1262;NA;NA
16358;2000;42;0.609;NA;Former West Germany;1 person;2520;9-12 days;1008.9649
16359;1981;46;0.082;NA;NA;3 persons;3484;20-22 days;1058.478649
16360;1972;50;NA;NA;NA;4 persons;2726;13-15 days;100
16361;1999;20;1.888;NA;Former West Germany;4 persons;2890;NA;NA
16362;2012;26;1.24;yes;Former West Germany;2 persons;1493;NA;NA
16363;1999;67;0.532;NA;Former West Germany;2 persons;2890;20-22 days;494.0962302
16364;2018;58;0.85;yes;Former West Germany;2 persons;2793;NA;NA
16365;2014;71;1.48;yes;Former East Germany;1 person;1442;9-12 days;360.3945739
16366;2012;54;0.71;yes;Former West Germany;2 persons;1221;NA;NA
16367;2002;27;0.72;NA;Former West Germany;2 persons;3011;27-29 days;6667.242738
16368;2001;81;1.25;NA;Former West Germany;1 person;2141;NA;NA
16369;2004;59;1.001;NA;Former West Germany;2 persons;2635;13-15 days;224.3538975
16370;2010;51;0.85;yes;Former West Germany;2 persons;3645;16-19 days;681.9125351
16371;2010;49;0.61;yes;Former West Germany;2 persons;3224;13-15 days;2507.1399
16372;1994;22;0.475;NA;Former West Germany;1 person;1562;20-22 days;570.063484
16373;2007;71;0.5227;NA;Former West Germany;2 persons;1917;20-22 days;1506.443783
16374;2015;33;0.51;yes;Former West Germany;3 persons;3402;20-22 days;2326.777227
16375;1975;60;0.87;NA;NA;3 persons;2937;20-22 days;1658.101316
16376;2001;35;1.04;NA;Former West Germany;2 persons;1565;NA;NA
16377;1974;47;0.88;NA;NA;3 persons;2009;NA;NA
16378;2012;37;0.38;yes;Former West Germany;2 persons;1493;13-15 days;801.3292216
16379;1971;40;NA;NA;NA;2 persons;1989;NA;NA
16380;2004;81;1.608;NA;Former West Germany;2 persons;4029;NA;NA
16381;1978;28;0.26;NA;NA;4 persons;2904;13-15 days;1987.066695
16382;2002;83;1.27;NA;Former West Germany;1 person;1109;NA;NA
16383;2011;75;0.92;yes;Former West Germany;2 persons;2076;6-8 days;1674.781952
16384;1978;25;1.3;NA;NA;3 persons;1987;NA;NA
16385;1974;28;1.08;NA;NA;3 persons;2374;NA;NA
16386;1979;35;0.86;NA;NA;3 persons;3876;20-22 days;928.5913443
16387;1981;25;0.073;NA;NA;5+ persons;4020;NA;NA
16388;2010;53;1.39;yes;Former West Germany;4 persons;5047;6-8 days;710.5521774
16389;2012;49;2.79;no;Former West Germany;3 persons;4071;13-15 days;1512.359232
16390;1978;58;0.68;NA;NA;2 persons;4585;16-19 days;1676.688589
16391;1981;59;0.044;NA;NA;1 person;2278;13-15 days;183.7680339
16392;1988;45;0.962;NA;NA;4 persons;5874;NA;NA
16393;1984;55;0.94;NA;NA;2 persons;1988;NA;NA
16394;2000;48;0.572;NA;Former West Germany;2 persons;5375;13-15 days;1512.359232
16395;1973;55;NA;NA;NA;1 person;315;20-22 days;284.0598248
16396;2006;53;0.8124;NA;Former East Germany;1 person;748;NA;NA
16397;1984;18;1.609;NA;NA;3 persons;2222;20-22 days;343.8323664
16398;2006;52;0.8231;NA;Former East Germany;2 persons;1645;NA;NA
16399;1981;59;0.049;NA;NA;2 persons;1474;NA;NA
16400;2007;75;0.9603;NA;Former West Germany;2 persons;2212;20-22 days;251.7982971
16401;1971;27;NA;NA;NA;4 persons;7956;13-15 days;1676.688589
16402;2007;71;0.7172;NA;Former West Germany;1 person;1622;20-22 days;172.0084971
16403;1986;75;0.792;NA;NA;1 person;1017;NA;NA
16404;1976;44;1.38;NA;NA;4 persons;2458;NA;NA
16405;2009;32;0.84;NA;Former West Germany;1 person;2120;13-15 days;1685.543023
16406;1995;53;0.649;NA;Former West Germany;2 persons;5740;13-15 days;1391.414448
16407;1978;36;0.86;NA;NA;4 persons;2293;13-15 days;531.3350849
16408;1990;23;0.673;NA;Former West Germany;1 person;1937;13-15 days;2416.608171
16409;1987;37;1.02;NA;NA;2 persons;3423;13-15 days;1784.693181
16410;1990;30;0.446;NA;Former West Germany;1 person;1076;30+ days;1784.693181
16411;1985;43;1.37;NA;NA;3 persons;2524;20-22 days;393.382901
16412;2015;30;0.73;yes;Former West Germany;2 persons;2748;20-22 days;7731.555397
16413;1982;47;1.17;NA;NA;2 persons;628;16-19 days;427.6617759
16414;1990;70;0.556;NA;Former West Germany;1 person;2367;20-22 days;1512.359232
16415;1986;22;0.595;NA;NA;1 person;791;NA;NA
16416;2012;39;0.77;yes;Former West Germany;4 persons;2578;13-15 days;627.1417705
16417;1974;66;0.9;NA;NA;2 persons;4018;20-22 days;462.9641663
16418;1971;22;NA;NA;NA;2 persons;1989;9-12 days;337.7000277
16419;2001;72;0.88;NA;Former East Germany;2 persons;3623;13-15 days;360.3945739
16420;2017;47;0.96;yes;Former West Germany;2 persons;1931;13-15 days;1658.101316
16421;2017;58;1.58;no;Former West Germany;2 persons;7722;16-19 days;9437.284596
16422;1990;60;0.062;NA;Former West Germany;2 persons;1937;9-12 days;100
16423;2017;79;0.69;yes;Former West Germany;2 persons;2960;6-8 days;581.1701595
16424;1996;60;1.106;NA;Former West Germany;2 persons;2297;9-12 days;581.1701595
16425;1995;59;1.195;NA;Former East Germany;3 persons;987;13-15 days;265.2977352
16426;1980;52;1;NA;NA;2 persons;2121;NA;NA
16427;1990;21;0.502;NA;Former West Germany;3 persons;1937;NA;NA
16428;2017;45;0.58;yes;Former East Germany;1 person;901;NA;NA
16429;2001;63;0.42;NA;Former East Germany;2 persons;2470;9-12 days;265.2977352
16430;1996;26;0.8492;NA;Former West Germany;2 persons;3004;27-29 days;8018.124112
16431;2012;59;0.59;yes;Former East Germany;1 person;1221;6-8 days;2025.543006
16432;1984;63;0.736;NA;NA;2 persons;3041;NA;NA
16433;1993;29;1.114;NA;Former East Germany;3 persons;2492;NA;NA
16434;2018;49;0.49;yes;Former West Germany;1 person;3808;20-22 days;10056.41245
16435;1995;72;1.121;NA;Former East Germany;2 persons;1704;NA;NA
16436;2006;55;1.0273;NA;Former West Germany;2 persons;1944;9-12 days;990.944767
16437;1990;59;0.326;NA;Former East Germany;1 person;646;NA;NA
16438;1974;71;2.67;NA;NA;2 persons;4018;NA;NA
16439;2000;38;1.512;NA;Former East Germany;4 persons;2856;6-8 days;452.6369856
16440;1995;63;1.1;NA;Former East Germany;2 persons;2332;NA;NA
16441;1988;32;0.638;NA;NA;2 persons;2485;9-12 days;1658.395853
16442;1997;65;0.761;NA;Former West Germany;2 persons;1480;13-15 days;393.382901
16443;1995;27;1.106;NA;Former West Germany;2 persons;3408;6-8 days;1784.693181
16444;1995;60;1.078;NA;Former West Germany;2 persons;2332;13-15 days;7731.555397
16445;1987;21;0.53;NA;NA;1 person;1597;NA;NA
16446;1987;83;0.71;NA;NA;1 person;1597;NA;NA
16447;1997;61;0.398;NA;Former East Germany;2 persons;1654;9-12 days;889.0019539
16448;2000;28;0.754;NA;Former West Germany;4 persons;2520;NA;NA
16449;2003;28;0.511;NA;Former West Germany;3 persons;3291;9-12 days;255.3425797
16450;1994;20;2.016;NA;Former West Germany;4 persons;4043;13-15 days;1840.842726
16451;1991;39;0.924;NA;Former West Germany;3 persons;3561;20-22 days;1840.842726
16452;1995;37;0.406;NA;Former West Germany;2 persons;3050;NA;NA
16453;2003;41;0.741;NA;Former West Germany;2 persons;1724;13-15 days;1512.359232
16454;1980;47;1;NA;NA;2 persons;2404;13-15 days;1240.701933
16455;1990;65;0.812;NA;Former West Germany;2 persons;3228;20-22 days;741.9473922
16456;2004;72;0.721;NA;Former East Germany;1 person;2015;13-15 days;112.5310275
16457;1991;64;1.496;NA;Former West Germany;2 persons;1466;NA;NA
16458;1971;14;NA;NA;NA;5+ persons;1591;NA;NA
16459;2009;69;0.58;NA;Former West Germany;2 persons;2968;27-29 days;566.8174128
16460;1994;30;0.812;NA;Former East Germany;4 persons;1930;13-15 days;607.1658781
16461;1973;27;NA;NA;NA;5+ persons;2957;20-22 days;338.3876876
16462;2018;69;0.74;yes;Former East Germany;2 persons;2158;13-15 days;336.3098737
16463;2006;59;0.3148;NA;Former West Germany;2 persons;3140;6-8 days;401.7081103
16464;1982;68;0.62;NA;NA;1 person;1130;NA;NA
16465;1997;60;0.985;NA;Former West Germany;2 persons;2002;13-15 days;472.6725418
16466;2000;62;1.178;NA;Former West Germany;2 persons;5375;23-26 days;8123.141154
16467;2008;65;0.9258;NA;Former West Germany;2 persons;3716;9-12 days;708.0480175
16468;2002;28;0.53;NA;Former West Germany;2 persons;3645;13-15 days;1742.875013
16469;2005;47;0.54;NA;Former West Germany;2 persons;3942;30+ days;735.8936167
16470;1971;44;NA;NA;NA;3 persons;3315;13-15 days;708.0480175
16471;2013;56;1.02;yes;Former West Germany;2 persons;1995;13-15 days;1658.101316
16472;1987;32;2.04;NA;NA;4 persons;3879;NA;NA
16473;2016;50;0.28;yes;Former West Germany;1 person;2743;13-15 days;708.0480175
16474;2001;72;1.44;NA;Former West Germany;2 persons;2470;13-15 days;624.784942
16475;1998;36;0.96;NA;Former West Germany;4 persons;2559;13-15 days;425.0464374
16476;2012;34;0.58;yes;Former West Germany;5+ persons;2850;6-8 days;393.382901
16477;1985;47;1.75;NA;NA;5+ persons;2983;NA;NA
16478;2016;78;1.03;yes;Former West Germany;1 person;914;NA;NA
16479;1990;17;0.361;NA;Former East Germany;4 persons;2367;13-15 days;189.4661186
16480;2003;50;3.02;NA;Former East Germany;4 persons;1410;6-8 days;560.4864098
